Date;Precipitation;MaxTemp;MinTemp;Insolation;Evaporation;AvgTemp;AvgHumidity;AvgWindSpeed;NoonAngle;Precipitation__1;Precipitation__2;Precipitation__3;MaxTemp__1;MaxTemp__2;MaxTemp__3;MinTemp__1;MinTemp__2;MinTemp__3;Insolation__1;Insolation__2;Insolation__3;Evaporation__1;Evaporation__2;Evaporation__3;AvgTemp__1;AvgTemp__2;AvgTemp__3;AvgHumidity__1;AvgHumidity__2;AvgHumidity__3;AvgWindSpeed__1;AvgWindSpeed__2;AvgWindSpeed__3;NoonAngle__1;NoonAngle__2;NoonAngle__3
40004.0;1.9;17.0;13.3;0.0;0.1;15.26;91.25;1.633333;37.62914274103578;15.9;5.8;13.4;15.2;18.1;20.0;10.9;13.7;15.6;0.0;0.0;0.6;0.3;0.4;1.4;13.02;15.04;17.58;94.25;94.25;93.5;1.766667;1.533333;2.766667;37.512068270873755;37.40164834150641;37.29791562796734
40005.0;0.1;16.5;8.6;0.3;0.4;11.54;81.5;2.333333;37.75283710777322;1.9;15.9;5.8;17.0;15.2;18.1;13.3;10.9;13.7;0.0;0.0;0.0;0.1;0.3;0.4;15.26;13.02;15.04;91.25;94.25;94.25;1.633333;1.766667;1.533333;37.62914274103578;37.512068270873755;37.40164834150641
40006.0;0.0;15.6;6.3;7.8;0.9;9.84;82.0;1.966667;37.883114767932916;0.1;1.9;15.9;16.5;17.0;15.2;8.6;13.3;10.9;0.3;0.0;0.0;0.4;0.1;0.3;11.54;15.26;13.02;81.5;91.25;94.25;2.333333;1.633333;1.766667;37.75283710777322;37.62914274103578;37.512068270873755
40007.0;0.0;18.2;6.1;5.0;0.8;12.52;78.75;0.933333;38.01993717025833;0.0;0.1;1.9;15.6;16.5;17.0;6.3;8.6;13.3;7.8;0.3;0.0;0.9;0.4;0.1;9.84;11.54;15.26;82.0;81.5;91.25;1.966667;2.333333;1.633333;37.883114767932916;37.75283710777322;37.62914274103578
40008.0;0.0;16.2;8.2;6.9;1.1;10.38;75.25;1.933333;38.163263826801156;0.0;0.0;0.1;18.2;15.6;16.5;6.1;6.3;8.6;5.0;7.8;0.3;0.8;0.9;0.4;12.52;9.84;11.54;78.75;82.0;81.5;0.933333;1.966667;2.333333;38.01993717025833;37.883114767932916;37.75283710777322
40009.0;0.0;14.4;5.6;0.0;1.2;10.76;85.5;1.266667;38.313052324896944;0.0;0.0;0.0;16.2;18.2;15.6;8.2;6.1;6.3;6.9;5.0;7.8;1.1;0.8;0.9;10.38;12.52;9.84;75.25;78.75;82.0;1.933333;0.933333;1.966667;38.163263826801156;38.01993717025833;37.883114767932916
40010.0;3.5;14.1;11.7;0.0;0.5;13.26;98.25;1.0;38.46925833971923;0.0;0.0;0.0;14.4;16.2;18.2;5.6;8.2;6.1;0.0;6.9;5.0;1.2;1.1;0.8;10.76;10.38;12.52;85.5;75.25;78.75;1.266667;1.933333;0.933333;38.313052324896944;38.163263826801156;38.01993717025833
40011.0;4.6;16.4;10.8;5.3;0.1;12.22;81.75;2.3;38.631835647395135;3.5;0.0;0.0;14.1;14.4;16.2;11.7;5.6;8.2;0.0;0.0;6.9;0.5;1.2;1.1;13.26;10.76;10.38;98.25;85.5;75.25;1.0;1.266667;1.933333;38.46925833971923;38.313052324896944;38.163263826801156
40012.0;0.0;15.7;10.0;0.9;1.2;12.82;88.75;1.266667;38.80073613868369;4.6;3.5;0.0;16.4;14.1;14.4;10.8;11.7;5.6;5.3;0.0;0.0;0.1;0.5;1.2;12.22;13.26;10.76;81.75;98.25;85.5;2.3;1.0;1.266667;38.631835647395135;38.46925833971923;38.313052324896944
40013.0;1.0;18.5;12.3;2.6;0.4;14.52;84.75;0.833333;38.975909833212164;0.0;4.6;3.5;15.7;16.4;14.1;10.0;10.8;11.7;0.9;5.3;0.0;1.2;0.1;0.5;12.82;12.22;13.26;88.75;81.75;98.25;1.266667;2.3;1.0;38.80073613868369;38.631835647395135;38.46925833971923
40014.0;0.1;21.2;10.0;7.4;0.8;14.42;76.75;2.266667;39.15730489426609;1.0;0.0;4.6;18.5;15.7;16.4;12.3;10.0;10.8;2.6;0.9;5.3;0.4;1.2;0.1;14.52;12.82;12.22;84.75;88.75;81.75;0.833333;1.266667;2.3;38.975909833212164;38.80073613868369;38.631835647395135
40015.0;0.0;23.5;13.2;4.0;2.0;18.58;68.5;2.1;39.34486764412852;0.1;1.0;0.0;21.2;18.5;15.7;10.0;12.3;10.0;7.4;2.6;0.9;0.8;0.4;1.2;14.42;14.52;12.82;76.75;84.75;88.75;2.266667;0.833333;1.266667;39.15730489426609;38.975909833212164;38.80073613868369
40016.0;10.8;24.2;14.3;5.2;2.3;16.6;73.0;4.933333;39.53854257996419;0.0;0.1;1.0;23.5;21.2;18.5;13.2;10.0;12.3;4.0;7.4;2.6;2.0;0.8;0.4;18.58;14.42;14.52;68.5;76.75;84.75;2.1;2.266667;0.833333;39.34486764412852;39.15730489426609;38.975909833212164
40017.0;0.0;14.4;6.5;4.8;2.0;8.36;69.75;4.7;39.73827239024365;10.8;0.0;0.1;24.2;23.5;21.2;14.3;13.2;10.0;5.2;4.0;7.4;2.3;2.0;0.8;16.6;18.58;14.42;73.0;68.5;76.75;4.933333;2.1;2.266667;39.53854257996419;39.34486764412852;39.15730489426609
40018.0;0.0;10.3;2.8;7.8;2.1;5.66;67.0;3.866667;39.943997971702686;0.0;10.8;0.0;14.4;24.2;23.5;6.5;14.3;13.2;4.8;5.2;4.0;2.0;2.3;2.0;8.36;16.6;18.58;69.75;73.0;68.5;4.7;4.933333;2.1;39.73827239024365;39.53854257996419;39.34486764412852
40019.0;0.0;12.9;0.1;7.7;1.0;5.36;77.75;1.366667;40.15565844683195;0.0;0.0;10.8;10.3;14.4;24.2;2.8;6.5;14.3;7.8;4.8;5.2;2.1;2.0;2.3;5.66;8.36;16.6;67.0;69.75;73.0;3.866667;4.7;4.933333;39.943997971702686;39.73827239024365;39.53854257996419
40020.0;0.0;15.6;1.1;8.0;0.7;7.0;71.75;1.333333;40.37319118189011;0.0;0.0;0.0;12.9;10.3;14.4;0.1;2.8;6.5;7.7;7.8;4.8;1.0;2.1;2.0;5.36;5.66;8.36;77.75;67.0;69.75;1.366667;3.866667;4.7;40.15565844683195;39.943997971702686;39.73827239024365
40021.0;0.0;15.0;2.4;5.8;1.4;7.96;73.0;1.833333;40.596531805443945;0.0;0.0;0.0;15.6;12.9;10.3;1.1;0.1;2.8;8.0;7.7;7.8;0.7;1.0;2.1;7.0;5.36;5.66;71.75;77.75;67.0;1.333333;1.366667;3.866667;40.37319118189011;40.15565844683195;39.943997971702686
40022.0;0.0;17.8;6.3;3.5;0.9;11.68;74.0;1.2;40.82561422740835;0.0;0.0;0.0;15.0;15.6;12.9;2.4;1.1;0.1;5.8;8.0;7.7;1.4;0.7;1.0;7.96;7.0;5.36;73.0;71.75;77.75;1.833333;1.333333;1.366667;40.596531805443945;40.37319118189011;40.15565844683195
40023.0;0.0;17.4;6.1;7.7;1.4;10.36;75.75;1.733333;41.06037065860908;0.0;0.0;0.0;17.8;15.0;15.6;6.3;2.4;1.1;3.5;5.8;8.0;0.9;1.4;0.7;11.68;7.96;7.0;74.0;73.0;71.75;1.2;1.833333;1.333333;40.82561422740835;40.596531805443945;40.37319118189011
40024.0;0.0;14.7;4.8;7.5;2.4;8.34;72.0;1.533333;41.30073163084126;0.0;0.0;0.0;17.4;17.8;15.0;6.1;6.3;2.4;7.7;3.5;5.8;1.4;0.9;1.4;10.36;11.68;7.96;75.75;74.0;73.0;1.733333;1.2;1.833333;41.06037065860908;40.82561422740835;40.596531805443945
40025.0;0.0;13.4;4.1;0.7;0.8;9.18;73.0;2.7;41.546626017426185;0.0;0.0;0.0;14.7;17.4;17.8;4.8;6.1;6.3;7.5;7.7;3.5;2.4;1.4;0.9;8.34;10.36;11.68;72.0;75.75;74.0;1.533333;1.733333;1.2;41.30073163084126;41.06037065860908;40.82561422740835
40026.0;0.0;19.2;10.4;1.1;1.2;14.24;87.75;1.333333;41.7979810542588;0.0;0.0;0.0;13.4;14.7;17.4;4.1;4.8;6.1;0.7;7.5;7.7;0.8;2.4;1.4;9.18;8.34;10.36;73.0;72.0;75.75;2.7;1.533333;1.733333;41.546626017426185;41.30073163084126;41.06037065860908
40027.0;15.1;16.1;13.2;0.0;0.8;13.96;92.25;2.966667;42.05472236133978;0.0;0.0;0.0;19.2;13.4;14.7;10.4;4.1;4.8;1.1;0.7;7.5;1.2;0.8;2.4;14.24;9.18;8.34;87.75;73.0;72.0;1.333333;2.7;1.533333;41.7979810542588;41.546626017426185;41.30073163084126
40028.0;2.6;17.4;11.9;2.6;0.8;13.3;87.5;1.466667;42.3167739647858;15.1;0.0;0.0;16.1;19.2;13.4;13.2;10.4;4.1;0.0;1.1;0.7;0.8;1.2;0.8;13.96;14.24;9.18;92.25;87.75;73.0;2.966667;1.333333;2.7;42.05472236133978;41.7979810542588;41.546626017426185
40029.0;0.1;20.6;6.9;7.3;0.5;12.58;79.5;1.833333;42.5840583193114;2.6;15.1;0.0;17.4;16.1;19.2;11.9;13.2;10.4;2.6;0.0;1.1;0.8;0.8;1.2;13.3;13.96;14.24;87.5;92.25;87.75;1.466667;2.966667;1.333333;42.3167739647858;42.05472236133978;41.7979810542588
40030.0;0.0;22.2;10.6;1.4;1.7;17.12;80.25;0.6;42.856496331175876;0.1;2.6;15.1;20.6;17.4;16.1;6.9;11.9;13.2;7.3;2.6;0.0;0.5;0.8;0.8;12.58;13.3;13.96;79.5;87.5;92.25;1.833333;1.466667;2.966667;42.5840583193114;42.3167739647858;42.05472236133978
40031.0;16.8;20.4;12.8;5.5;1.2;14.64;69.0;1.233333;43.13400738158842;0.0;0.1;2.6;22.2;20.6;17.4;10.6;6.9;11.9;1.4;7.3;2.6;1.7;0.5;0.8;17.12;12.58;13.3;80.25;79.5;87.5;0.6;1.833333;1.466667;42.856496331175876;42.5840583193114;42.3167739647858
40032.0;0.0;15.2;8.8;0.0;1.8;12.08;87.25;1.333333;43.41650935056448;16.8;0.0;0.1;20.4;22.2;20.6;12.8;10.6;6.9;5.5;1.4;7.3;1.2;1.7;0.5;14.64;17.12;12.58;69.0;80.25;79.5;1.233333;0.6;1.833333;43.13400738158842;42.856496331175876;42.5840583193114
40033.0;60.6;14.4;12.4;0.0;0.5;13.68;95.75;2.3;43.70391864122643;0.0;16.8;0.0;15.2;20.4;22.2;8.8;12.8;10.6;0.0;5.5;1.4;1.8;1.2;1.7;12.08;14.64;17.12;87.25;69.0;80.25;1.333333;1.233333;0.6;43.41650935056448;43.13400738158842;42.856496331175876
40034.0;28.4;15.9;12.4;0.0;0.2;14.54;97.25;3.033333;43.996150204539234;60.6;0.0;16.8;14.4;15.2;20.4;12.4;8.8;12.8;0.0;0.0;5.5;0.5;1.8;1.2;13.68;12.08;14.64;95.75;87.25;69.0;2.3;1.333333;1.233333;43.70391864122643;43.41650935056448;43.13400738158842
40035.0;78.8;18.6;11.6;5.4;0.2;13.38;87.5;1.666667;44.29311756448561;28.4;60.6;0.0;15.9;14.4;15.2;12.4;12.4;8.8;0.0;0.0;0.0;0.2;0.5;1.8;14.54;13.68;12.08;97.25;95.75;87.25;3.033333;2.3;1.333333;43.996150204539234;43.70391864122643;43.41650935056448
40036.0;0.5;19.0;7.3;8.5;0.9;12.38;84.75;1.1;44.59473284364411;78.8;28.4;60.6;18.6;15.9;14.4;11.6;12.4;12.4;5.4;0.0;0.0;0.2;0.2;0.5;13.38;14.54;13.68;87.5;97.25;95.75;1.666667;3.033333;2.3;44.29311756448561;43.996150204539234;43.70391864122643
40037.0;0.0;24.5;7.1;8.3;1.2;14.32;77.5;1.033333;44.90090678920109;0.5;78.8;28.4;19.0;18.6;15.9;7.3;11.6;12.4;8.5;5.4;0.0;0.9;0.2;0.2;12.38;13.38;14.54;84.75;87.5;97.25;1.1;1.666667;3.033333;44.59473284364411;44.29311756448561;43.996150204539234
40038.0;0.0;25.4;9.5;8.1;1.8;16.96;68.75;1.733333;45.2115487993602;0.0;0.5;78.8;24.5;19.0;18.6;7.1;7.3;11.6;8.3;8.5;5.4;1.2;0.9;0.2;14.32;12.38;13.38;77.5;84.75;87.5;1.033333;1.1;1.666667;44.90090678920109;44.59473284364411;44.29311756448561
40039.0;0.0;29.2;10.8;8.7;2.5;19.28;69.75;1.433333;45.52656695015288;0.0;0.0;0.5;25.4;24.5;19.0;9.5;7.1;7.3;8.1;8.3;8.5;1.8;1.2;0.9;16.96;14.32;12.38;68.75;77.5;84.75;1.733333;1.033333;1.1;45.2115487993602;44.90090678920109;44.59473284364411
40040.0;0.0;32.8;13.7;8.2;2.6;22.54;56.25;1.033333;45.845868022640175;0.0;0.0;0.0;29.2;25.4;24.5;10.8;9.5;7.1;8.7;8.1;8.3;2.5;1.8;1.2;19.28;16.96;14.32;69.75;68.75;77.5;1.433333;1.733333;1.033333;45.52656695015288;45.2115487993602;44.90090678920109
40041.0;0.0;33.6;16.2;8.1;4.0;24.62;52.25;1.966667;46.16935753049765;0.0;0.0;0.0;32.8;29.2;25.4;13.7;10.8;9.5;8.2;8.7;8.1;2.6;2.5;1.8;22.54;19.28;16.96;56.25;69.75;68.75;1.033333;1.433333;1.733333;45.845868022640175;45.52656695015288;45.2115487993602
40042.0;14.1;26.6;12.8;0.0;5.9;16.04;93.5;2.533333;46.4969397479755;0.0;0.0;0.0;33.6;32.8;29.2;16.2;13.7;10.8;8.1;8.2;8.7;4.0;2.6;2.5;24.62;22.54;19.28;52.25;56.25;69.75;1.966667;1.033333;1.433333;46.16935753049765;45.845868022640175;45.52656695015288
40043.0;22.4;16.1;12.2;0.0;0.2;14.4;91.5;2.9;46.82851773822528;14.1;0.0;0.0;26.6;33.6;32.8;12.8;16.2;13.7;0.0;8.1;8.2;5.9;4.0;2.6;16.04;24.62;22.54;93.5;52.25;56.25;2.533333;1.966667;1.033333;46.4969397479755;46.16935753049765;45.845868022640175
40044.0;19.5;19.8;13.8;1.8;0.3;15.7;91.5;4.633333;47.16399338198509;22.4;14.1;0.0;16.1;26.6;33.6;12.2;12.8;16.2;0.0;0.0;8.1;0.2;5.9;4.0;14.4;16.04;24.62;91.5;93.5;52.25;2.9;2.533333;1.966667;46.82851773822528;46.4969397479755;46.16935753049765
40045.0;0.6;17.4;12.2;3.0;0.6;13.86;89.75;3.1;47.50326740661466;19.5;22.4;14.1;19.8;16.1;26.6;13.8;12.2;12.8;1.8;0.0;0.0;0.3;0.2;5.9;15.7;14.4;16.04;91.5;91.5;93.5;4.633333;2.9;2.533333;47.16399338198509;46.82851773822528;46.4969397479755
40046.0;5.0;17.0;10.5;8.1;1.5;12.12;76.0;2.133333;47.846239415471715;0.6;19.5;22.4;17.4;19.8;16.1;12.2;13.8;12.2;3.0;1.8;0.0;0.6;0.3;0.2;13.86;15.7;14.4;89.75;91.5;91.5;3.1;4.633333;2.9;47.50326740661466;47.16399338198509;46.82851773822528
40047.0;0.0;21.0;5.1;8.4;1.3;12.54;75.5;2.266667;48.19280791762095;5.0;0.6;19.5;17.0;17.4;19.8;10.5;12.2;13.8;8.1;3.0;1.8;1.5;0.6;0.3;12.12;13.86;15.7;76.0;89.75;91.5;2.133333;3.1;4.633333;47.846239415471715;47.50326740661466;47.16399338198509
40048.0;0.0;24.0;9.9;7.9;1.8;16.68;71.0;1.333333;48.54287035786448;0.0;5.0;0.6;21.0;17.0;17.4;5.1;10.5;12.2;8.4;8.1;3.0;1.3;1.5;0.6;12.54;12.12;13.86;75.5;76.0;89.75;2.266667;2.133333;3.1;48.19280791762095;47.846239415471715;47.50326740661466
40049.0;0.0;21.8;11.2;8.6;2.2;16.06;84.0;2.3;48.89632314709892;0.0;0.0;5.0;24.0;21.0;17.0;9.9;5.1;10.5;7.9;8.4;8.1;1.8;1.3;1.5;16.68;12.54;12.12;71.0;75.5;76.0;1.333333;2.266667;2.133333;48.54287035786448;48.19280791762095;47.846239415471715
40050.0;0.0;26.4;14.5;6.9;1.0;18.82;82.5;1.5;49.253061692955114;0.0;0.0;0.0;21.8;24.0;21.0;11.2;9.9;5.1;8.6;7.9;8.4;2.2;1.8;1.3;16.06;16.68;12.54;84.0;71.0;75.5;2.3;1.333333;2.266667;48.89632314709892;48.54287035786448;48.19280791762095
40051.0;0.0;27.4;14.0;9.0;1.6;20.08;62.75;2.366667;49.612980430757986;0.0;0.0;0.0;26.4;21.8;24.0;14.5;11.2;9.9;6.9;8.6;7.9;1.0;2.2;1.8;18.82;16.06;16.68;82.5;84.0;71.0;1.5;2.3;1.333333;49.253061692955114;48.89632314709892;48.54287035786448
40052.0;0.0;28.4;13.9;9.1;3.5;20.58;66.25;1.533333;49.975972854762475;0.0;0.0;0.0;27.4;26.4;21.8;14.0;14.5;11.2;9.0;6.9;8.6;1.6;1.0;2.2;20.08;18.82;16.06;62.75;82.5;84.0;2.366667;1.5;2.3;49.612980430757986;49.253061692955114;48.89632314709892
40053.0;0.0;29.6;14.4;8.7;2.6;21.32;62.75;1.866667;50.34193154967032;0.0;0.0;0.0;28.4;27.4;26.4;13.9;14.0;14.5;9.1;9.0;6.9;3.5;1.6;1.0;20.58;20.08;18.82;66.25;62.75;82.5;1.533333;2.366667;1.5;49.975972854762475;49.612980430757986;49.253061692955114
40054.0;0.0;31.6;15.3;9.3;3.1;22.22;64.75;0.833333;50.710748222416015;0.0;0.0;0.0;29.6;28.4;27.4;14.4;13.9;14.0;8.7;9.1;9.0;2.6;3.5;1.6;21.32;20.58;20.08;62.75;66.25;62.75;1.866667;1.533333;2.366667;50.34193154967032;49.975972854762475;49.612980430757986
40055.0;0.0;32.0;15.5;9.5;4.2;23.12;45.75;1.3;51.08231373421238;0.0;0.0;0.0;31.6;29.6;28.4;15.3;14.4;13.9;9.3;8.7;9.1;3.1;2.6;3.5;22.22;21.32;20.58;64.75;62.75;66.25;0.833333;1.866667;1.533333;50.710748222416015;50.34193154967032;49.975972854762475
40056.0;0.0;33.6;15.9;9.0;4.4;24.34;50.5;2.066667;51.456518132846575;0.0;0.0;0.0;32.0;31.6;29.6;15.5;15.3;14.4;9.5;9.3;8.7;4.2;3.1;2.6;23.12;22.22;21.32;45.75;64.75;62.75;1.3;0.833333;1.866667;51.08231373421238;50.710748222416015;50.34193154967032
40057.0;0.0;25.2;18.1;2.0;5.1;20.26;79.75;2.9;51.83325068521667;0.0;0.0;0.0;33.6;32.0;31.6;15.9;15.5;15.3;9.0;9.5;9.3;4.4;4.2;3.1;24.34;23.12;22.22;50.5;45.75;64.75;2.066667;1.3;0.833333;51.456518132846575;51.08231373421238;50.710748222416015
40058.0;20.8;19.2;17.1;0.0;1.2;18.26;93.75;1.6;52.212399910099364;0.0;0.0;0.0;25.2;33.6;32.0;18.1;15.9;15.5;2.0;9.0;9.5;5.1;4.4;4.2;20.26;24.34;23.12;79.75;50.5;45.75;2.9;2.066667;1.3;51.83325068521667;51.456518132846575;51.08231373421238
40059.0;25.7;23.2;17.5;0.4;0.1;19.0;92.5;0.866667;52.59385361113911;20.8;0.0;0.0;19.2;25.2;33.6;17.1;18.1;15.9;0.0;2.0;9.0;1.2;5.1;4.4;18.26;20.26;24.34;93.75;79.75;50.5;1.6;2.9;2.066667;52.212399910099364;51.83325068521667;51.456518132846575
40060.0;4.0;23.8;17.0;3.6;0.7;19.88;85.5;1.666667;52.97749891004875;25.7;20.8;0.0;23.2;19.2;25.2;17.5;17.1;18.1;0.4;0.0;2.0;0.1;1.2;5.1;19.0;18.26;20.26;92.5;93.75;79.75;0.866667;1.6;2.9;52.59385361113911;52.212399910099364;51.83325068521667
40061.0;0.0;23.4;13.4;8.0;1.2;16.74;79.25;1.733333;53.363222280012096;4.0;25.7;20.8;23.8;23.2;19.2;17.0;17.5;17.1;3.6;0.4;0.0;0.7;0.1;1.2;19.88;19.0;18.26;85.5;92.5;93.75;1.666667;0.866667;1.6;52.97749891004875;52.59385361113911;52.212399910099364
40062.0;0.0;25.8;13.0;4.8;1.3;18.32;83.25;1.633333;53.75090957927571;0.0;4.0;25.7;23.4;23.8;23.2;13.4;17.0;17.5;8.0;3.6;0.4;1.2;0.7;0.1;16.74;19.88;19.0;79.25;85.5;92.5;1.733333;1.666667;0.866667;53.363222280012096;52.97749891004875;52.59385361113911
40063.0;0.0;27.5;16.9;2.3;1.4;19.54;88.75;2.033333;54.14044608493556;0.0;0.0;4.0;25.8;23.4;23.8;13.0;13.4;17.0;4.8;8.0;3.6;1.3;1.2;0.7;18.32;16.74;19.88;83.25;79.25;85.5;1.633333;1.733333;1.666667;53.75090957927571;53.363222280012096;52.97749891004875
40064.0;29.8;17.9;13.8;0.0;1.4;14.94;87.75;2.066667;54.53171652687004;0.0;0.0;0.0;27.5;25.8;23.4;16.9;13.0;13.4;2.3;4.8;8.0;1.4;1.3;1.2;19.54;18.32;16.74;88.75;83.25;79.25;2.033333;1.633333;1.733333;54.14044608493556;53.75090957927571;53.363222280012096
40065.0;1.4;14.5;10.8;0.0;0.8;12.42;92.75;1.9;54.924605121860445;29.8;0.0;0.0;17.9;27.5;25.8;13.8;16.9;13.0;0.0;2.3;4.8;1.4;1.4;1.3;14.94;19.54;18.32;87.75;88.75;83.25;2.066667;2.033333;1.633333;54.53171652687004;54.14044608493556;53.75090957927571
40066.0;7.8;14.4;11.6;0.0;0.6;13.24;95.75;2.8;55.318995607850546;1.4;29.8;0.0;14.5;17.9;27.5;10.8;13.8;16.9;0.0;0.0;2.3;0.8;1.4;1.4;12.42;14.94;19.54;92.75;87.75;88.75;1.9;2.066667;2.033333;54.924605121860445;54.53171652687004;54.14044608493556
40067.0;21.9;15.6;13.6;0.0;0.0;14.8;96.75;2.966667;55.7147712783504;7.8;1.4;29.8;14.4;14.5;17.9;11.6;10.8;13.8;0.0;0.0;0.0;0.6;0.8;1.4;13.24;12.42;14.94;95.75;92.75;87.75;2.8;1.9;2.066667;55.318995607850546;54.924605121860445;54.53171652687004
40068.0;47.5;18.0;14.5;0.0;0.1;16.52;96.5;1.633333;56.11181501697169;21.9;7.8;1.4;15.6;14.4;14.5;13.6;11.6;10.8;0.0;0.0;0.0;0.0;0.6;0.8;14.8;13.24;12.42;96.75;95.75;92.75;2.966667;2.8;1.9;55.7147712783504;55.318995607850546;54.924605121860445
40069.0;19.8;19.8;15.5;0.3;0.2;17.02;93.25;2.2;56.510009332084344;47.5;21.9;7.8;18.0;15.6;14.4;14.5;13.6;11.6;0.0;0.0;0.0;0.1;0.0;0.6;16.52;14.8;13.24;96.5;96.75;95.75;1.633333;2.966667;2.8;56.11181501697169;55.7147712783504;55.318995607850546
40070.0;2.8;22.2;14.9;3.6;0.4;17.32;80.0;2.833333;56.90923639158419;19.8;47.5;21.9;19.8;18.0;15.6;15.5;14.5;13.6;0.3;0.0;0.0;0.2;0.1;0.0;17.02;16.52;14.8;93.25;96.5;96.75;2.2;1.633333;2.966667;56.510009332084344;56.11181501697169;55.7147712783504
40071.0;0.0;27.0;13.6;9.9;1.6;19.2;77.75;2.133333;57.309378057761364;2.8;19.8;47.5;22.2;19.8;18.0;14.9;15.5;14.5;3.6;0.3;0.0;0.4;0.2;0.1;17.32;17.02;16.52;80.0;93.25;96.5;2.833333;2.2;1.633333;56.90923639158419;56.510009332084344;56.11181501697169
40072.0;0.0;26.8;14.7;2.5;1.6;19.42;83.5;1.933333;57.7103159222592;0.0;2.8;19.8;27.0;22.2;19.8;13.6;14.9;15.5;9.9;3.6;0.3;1.6;0.4;0.2;19.2;17.32;17.02;77.75;80.0;93.25;2.133333;2.833333;2.2;57.309378057761364;56.90923639158419;56.510009332084344
40073.0;0.0;21.5;17.1;0.0;1.2;18.86;91.0;2.566667;58.111931341113106;0.0;0.0;2.8;26.8;27.0;22.2;14.7;13.6;14.9;2.5;9.9;3.6;1.6;1.6;0.4;19.42;19.2;17.32;83.5;77.75;80.0;1.933333;2.133333;2.833333;57.7103159222592;57.309378057761364;56.90923639158419
40074.0;14.0;25.4;17.5;0.6;0.7;19.82;77.5;3.566667;58.51410546985929;0.0;0.0;0.0;21.5;26.8;27.0;17.1;14.7;13.6;0.0;2.5;9.9;1.2;1.6;1.6;18.86;19.42;19.2;91.0;83.5;77.75;2.566667;1.933333;2.133333;58.111931341113106;57.7103159222592;57.309378057761364
40075.0;0.1;19.6;14.5;5.9;2.9;15.88;63.0;4.3;58.916719298700016;14.0;0.0;0.0;25.4;21.5;26.8;17.5;17.1;14.7;0.6;0.0;2.5;0.7;1.2;1.6;19.82;18.86;19.42;77.5;91.0;83.5;3.566667;2.566667;1.933333;58.51410546985929;58.111931341113106;57.7103159222592
40076.0;0.0;21.0;10.8;10.3;2.8;15.94;62.25;2.833333;59.31965368773123;0.1;14.0;0.0;19.6;25.4;21.5;14.5;17.5;17.1;5.9;0.6;0.0;2.9;0.7;1.2;15.88;19.82;18.86;63.0;77.5;91.0;4.3;3.566667;2.566667;58.916719298700016;58.51410546985929;58.111931341113106
40077.0;0.0;23.6;9.8;10.2;2.6;16.28;72.25;1.1;59.722789402181974;0.0;0.1;14.0;21.0;19.6;25.4;10.8;14.5;17.5;10.3;5.9;0.6;2.8;2.9;0.7;15.94;15.88;19.82;62.25;63.0;77.5;2.833333;4.3;3.566667;59.31965368773123;58.916719298700016;58.51410546985929
40078.0;0.0;27.8;14.4;6.4;2.2;21.3;72.5;1.166667;60.12600714770849;0.0;0.0;0.1;23.6;21.0;19.6;9.8;10.8;14.5;10.2;10.3;5.9;2.6;2.8;2.9;16.28;15.94;15.88;72.25;62.25;63.0;1.1;2.833333;4.3;59.722789402181974;59.31965368773123;58.916719298700016
40079.0;0.0;22.6;13.5;0.0;2.6;15.88;90.25;3.4;60.52918760569274;0.0;0.0;0.0;27.8;23.6;21.0;14.4;9.8;10.8;6.4;10.2;10.3;2.2;2.6;2.8;21.3;16.28;15.94;72.5;72.25;62.25;1.166667;1.1;2.833333;60.12600714770849;59.722789402181974;59.31965368773123
40080.0;11.9;19.6;11.0;8.3;0.7;14.0;74.0;2.2;60.93221146855066;0.0;0.0;0.0;22.6;27.8;23.6;13.5;14.4;9.8;0.0;6.4;10.2;2.6;2.2;2.6;15.88;21.3;16.28;90.25;72.5;72.25;3.4;1.166667;1.1;60.52918760569274;60.12600714770849;59.722789402181974
40081.0;0.0;25.2;9.0;10.2;1.6;16.16;70.0;2.766667;61.334959475037195;11.9;0.0;0.0;19.6;22.6;27.8;11.0;13.5;14.4;8.3;0.0;6.4;0.7;2.6;2.2;14.0;15.88;21.3;74.0;90.25;72.5;2.2;3.4;1.166667;60.93221146855066;60.52918760569274;60.12600714770849
40082.0;0.0;31.6;13.0;7.9;2.2;20.9;73.5;1.433333;61.737312445537626;0.0;11.9;0.0;25.2;19.6;22.6;9.0;11.0;13.5;10.2;8.3;0.0;1.6;0.7;2.6;16.16;14.0;15.88;70.0;74.0;90.25;2.766667;2.2;3.4;61.334959475037195;60.93221146855066;60.52918760569274
40083.0;37.3;21.2;18.2;0.0;2.3;19.3;95.25;2.133333;62.139151317334765;0.0;0.0;11.9;31.6;25.2;19.6;13.0;9.0;11.0;7.9;10.2;8.3;2.2;1.6;0.7;20.9;16.16;14.0;73.5;70.0;74.0;1.433333;2.766667;2.2;61.737312445537626;61.334959475037195;60.93221146855066
40084.0;46.8;19.1;12.6;0.0;0.2;14.62;84.75;2.966667;62.540357179841465;37.3;0.0;0.0;21.2;31.6;25.2;18.2;13.0;9.0;0.0;7.9;10.2;2.3;2.2;1.6;19.3;20.9;16.16;95.25;73.5;70.0;2.133333;1.433333;2.766667;62.139151317334765;61.737312445537626;61.334959475037195
